x1,x2,x3,x4,x5,x6,x7,x8,x9,y
62,1,28.0,0,> 2 Years,Yes,48295.0,26.0,59,0
49,1,28.0,0,1-2 Year,No,2630.0,157.0,133,0
75,1,8.0,0,1-2 Year,Yes,44437.0,26.0,81,0
21,1,46.0,0,< 1 Year,No,33784.0,160.0,292,0
22,1,33.0,1,< 1 Year,No,46310.0,152.0,77,0
54,1,22.0,0,1-2 Year,Yes,2630.0,30.0,207,0
71,1,3.0,1,1-2 Year,No,33998.0,26.0,196,0
47,1,19.0,0,1-2 Year,Yes,27481.0,156.0,252,0
24,1,28.0,0,< 1 Year,Yes,33259.0,152.0,67,0
40,1,0.0,1,1-2 Year,No,2630.0,111.0,239,0
29,1,8.0,1,< 1 Year,No,72290.0,152.0,259,0
29,1,49.0,1,< 1 Year,No,39776.0,152.0,67,0
49,1,28.0,1,1-2 Year,No,30242.0,124.0,279,0
47,1,28.0,0,1-2 Year,Yes,47100.0,26.0,162,0
25,1,41.0,1,< 1 Year,No,44926.0,152.0,104,0
21,1,30.0,1,< 1 Year,No,31525.0,152.0,280,0
67,1,43.0,0,1-2 Year,No,2630.0,124.0,94,0
33,1,46.0,1,< 1 Year,No,28232.0,152.0,63,0
22,1,8.0,1,< 1 Year,No,56541.0,152.0,94,0
43,1,28.0,0,1-2 Year,Yes,38489.0,124.0,227,0
25,1,15.0,1,< 1 Year,No,2630.0,152.0,75,0
30,1,41.0,1,< 1 Year,No,43019.0,152.0,133,0
21,1,32.0,1,1-2 Year,No,2630.0,154.0,182,0
43,1,26.0,0,1-2 Year,Yes,47156.0,124.0,277,0
32,1,41.0,1,< 1 Year,No,29574.0,152.0,143,0
24,1,11.0,1,< 1 Year,No,2630.0,152.0,162,0
27,1,28.0,1,< 1 Year,No,61382.0,152.0,281,0
35,1,48.0,0,1-2 Year,Yes,2630.0,157.0,238,0
47,1,28.0,0,< 1 Year,No,2630.0,1.0,123,0
20,1,37.0,0,< 1 Year,Yes,23921.0,160.0,223,0
65,1,28.0,0,1-2 Year,Yes,2630.0,26.0,225,0
77,1,8.0,0,1-2 Year,Yes,42250.0,7.0,135,0
29,1,29.0,1,1-2 Year,Yes,30950.0,26.0,140,0
24,1,41.0,1,< 1 Year,No,34177.0,152.0,13,0
24,1,28.0,1,< 1 Year,No,23134.0,152.0,277,0
24,1,49.0,0,< 1 Year,No,2630.0,160.0,185,0
34,1,3.0,0,1-2 Year,Yes,28036.0,124.0,219,1
49,1,30.0,0,1-2 Year,Yes,35709.0,124.0,128,0
23,1,27.0,1,< 1 Year,No,27331.0,152.0,166,0
25,1,34.0,0,< 1 Year,Yes,21170.0,160.0,218,0
67,1,33.0,0,1-2 Year,Yes,2630.0,16.0,150,0
26,1,6.0,1,< 1 Year,No,25895.0,26.0,287,0
61,1,28.0,0,1-2 Year,Yes,53338.0,122.0,37,0
42,1,28.0,1,1-2 Year,No,40330.0,124.0,156,0
24,1,29.0,1,< 1 Year,No,42461.0,152.0,295,0
21,1,3.0,0,< 1 Year,Yes,35248.0,152.0,100,0
27,1,4.0,1,< 1 Year,No,22930.0,152.0,220,0
56,1,28.0,0,1-2 Year,Yes,24662.0,124.0,142,0
38,1,8.0,0,1-2 Year,Yes,47713.0,26.0,219,0
43,1,28.0,0,1-2 Year,Yes,49680.0,26.0,90,0
24,1,10.0,1,< 1 Year,No,27014.0,152.0,284,0
50,1,8.0,1,1-2 Year,No,46881.0,26.0,270,0
68,1,50.0,0,1-2 Year,Yes,44375.0,8.0,93,0
40,1,14.0,0,1-2 Year,Yes,2630.0,163.0,54,1
45,1,38.0,0,1-2 Year,Yes,2630.0,124.0,158,0
36,1,8.0,1,1-2 Year,No,21931.0,7.0,133,0
41,1,46.0,0,1-2 Year,Yes,30513.0,26.0,48,1
23,1,24.0,0,< 1 Year,Yes,31930.0,152.0,56,0
48,1,32.0,1,1-2 Year,Yes,31626.0,124.0,117,0
49,1,50.0,0,1-2 Year,Yes,36751.0,18.0,230,0
57,1,28.0,0,1-2 Year,Yes,32860.0,26.0,264,1
24,1,36.0,1,< 1 Year,No,39902.0,152.0,174,0
36,1,28.0,0,1-2 Year,Yes,25187.0,155.0,25,1
20,1,15.0,0,< 1 Year,No,24832.0,160.0,55,0
28,1,28.0,1,< 1 Year,No,42450.0,152.0,70,0
46,1,39.0,0,1-2 Year,Yes,37362.0,26.0,127,0
40,1,28.0,1,1-2 Year,No,32839.0,26.0,36,0
23,1,25.0,0,< 1 Year,No,28104.0,151.0,271,0
40,1,28.0,1,1-2 Year,No,2630.0,124.0,239,0
25,1,29.0,1,< 1 Year,No,40623.0,152.0,209,0
30,1,3.0,0,< 1 Year,No,2630.0,156.0,134,0
50,1,28.0,1,1-2 Year,No,40174.0,119.0,156,0
54,1,14.0,0,1-2 Year,Yes,2630.0,26.0,187,1
52,1,37.0,0,> 2 Years,Yes,27380.0,26.0,221,0
20,1,6.0,1,< 1 Year,No,33229.0,156.0,270,0
25,1,46.0,1,< 1 Year,No,24922.0,152.0,15,0
63,1,28.0,0,1-2 Year,Yes,45667.0,26.0,291,1
73,1,28.0,0,1-2 Year,Yes,37698.0,16.0,285,0
43,1,39.0,0,1-2 Year,No,28478.0,124.0,177,0
37,1,28.0,0,1-2 Year,Yes,42882.0,124.0,276,1
27,1,28.0,1,< 1 Year,No,39053.0,152.0,81,0
46,1,28.0,0,1-2 Year,Yes,43138.0,26.0,260,0
26,1,41.0,0,1-2 Year,Yes,20456.0,124.0,114,1
26,1,36.0,1,< 1 Year,No,34942.0,152.0,210,0
25,1,33.0,0,< 1 Year,Yes,37683.0,151.0,284,0
47,1,28.0,0,1-2 Year,Yes,47498.0,26.0,108,1
33,1,25.0,1,1-2 Year,Yes,35367.0,124.0,214,0
40,1,28.0,0,1-2 Year,Yes,41724.0,122.0,202,0
26,1,5.0,0,< 1 Year,Yes,22081.0,152.0,168,0
70,1,28.0,0,1-2 Year,No,47853.0,26.0,144,0
62,1,47.0,1,1-2 Year,No,31067.0,124.0,128,0
22,1,2.0,1,< 1 Year,No,21037.0,152.0,37,0
23,1,30.0,1,< 1 Year,No,22958.0,152.0,67,0
24,1,30.0,1,< 1 Year,No,37237.0,152.0,240,0
54,1,43.0,0,1-2 Year,Yes,2630.0,160.0,212,0
26,1,11.0,0,< 1 Year,Yes,50189.0,122.0,77,0
32,1,20.0,0,< 1 Year,Yes,2630.0,26.0,168,0
30,1,8.0,0,< 1 Year,No,49852.0,152.0,165,0
52,1,28.0,0,1-2 Year,Yes,38805.0,26.0,52,1
71,1,30.0,0,1-2 Year,Yes,2630.0,26.0,63,0
23,1,46.0,0,1-2 Year,Yes,21901.0,157.0,126,0
21,1,33.0,1,< 1 Year,No,27707.0,152.0,275,0
22,1,11.0,1,< 1 Year,No,44908.0,152.0,61,0
30,1,15.0,1,< 1 Year,No,23276.0,152.0,157,0
26,1,17.0,1,< 1 Year,No,32768.0,152.0,285,0
46,1,28.0,0,1-2 Year,Yes,38322.0,26.0,50,0
60,1,9.0,0,1-2 Year,Yes,29789.0,26.0,115,0
53,1,8.0,0,1-2 Year,Yes,63811.0,26.0,220,0
48,1,48.0,0,1-2 Year,Yes,2630.0,81.0,113,1
24,1,28.0,0,< 1 Year,No,59269.0,152.0,166,0
62,1,28.0,0,1-2 Year,Yes,44978.0,26.0,52,1
22,1,8.0,1,< 1 Year,No,39927.0,152.0,262,0
23,1,35.0,1,< 1 Year,No,31452.0,152.0,103,0
24,1,30.0,1,< 1 Year,No,21723.0,152.0,152,0
58,1,33.0,1,1-2 Year,No,34936.0,124.0,123,0
52,1,22.0,0,1-2 Year,No,27123.0,26.0,53,0
22,1,28.0,1,< 1 Year,No,49466.0,152.0,271,0
47,1,28.0,0,1-2 Year,Yes,29564.0,124.0,102,0
30,1,25.0,1,< 1 Year,No,26766.0,152.0,274,0
51,1,3.0,1,1-2 Year,No,27685.0,26.0,299,0
43,1,41.0,1,1-2 Year,Yes,39945.0,152.0,13,0
26,1,41.0,1,< 1 Year,No,24572.0,152.0,62,0
51,1,28.0,0,> 2 Years,Yes,65225.0,124.0,211,0
34,1,13.0,0,1-2 Year,Yes,47460.0,152.0,175,0
60,1,20.0,0,1-2 Year,Yes,2630.0,124.0,17,0
23,1,7.0,1,< 1 Year,No,31300.0,152.0,197,0
46,1,28.0,0,1-2 Year,Yes,41522.0,26.0,48,1
22,1,32.0,1,< 1 Year,No,27699.0,152.0,276,0
71,1,28.0,0,1-2 Year,Yes,35941.0,124.0,219,0
23,1,15.0,1,< 1 Year,No,39349.0,152.0,54,0
23,1,47.0,1,< 1 Year,No,19736.0,152.0,55,0
31,1,41.0,1,< 1 Year,No,45555.0,152.0,287,0
31,1,50.0,1,1-2 Year,No,31813.0,8.0,60,0
20,1,46.0,1,< 1 Year,No,21943.0,160.0,161,0
68,1,8.0,0,1-2 Year,Yes,2630.0,157.0,191,0
22,1,30.0,1,< 1 Year,No,23270.0,152.0,91,0
47,1,28.0,0,1-2 Year,Yes,52972.0,26.0,114,0
44,1,28.0,0,1-2 Year,Yes,36313.0,124.0,256,1
80,1,41.0,1,1-2 Year,No,29252.0,124.0,147,0
74,0,33.0,0,1-2 Year,Yes,33869.0,124.0,246,0
24,1,28.0,1,< 1 Year,No,29461.0,152.0,125,0
25,1,29.0,1,< 1 Year,No,37845.0,152.0,255,0
52,1,28.0,0,1-2 Year,Yes,46420.0,26.0,38,0
25,1,18.0,1,< 1 Year,No,31921.0,152.0,113,0
30,1,50.0,1,< 1 Year,No,29533.0,151.0,269,0
68,1,28.0,0,1-2 Year,Yes,41341.0,13.0,219,0
60,1,30.0,0,1-2 Year,Yes,24713.0,124.0,203,0
39,1,28.0,0,1-2 Year,Yes,54985.0,26.0,170,1
54,1,17.0,1,1-2 Year,No,53754.0,26.0,108,0
25,1,40.0,1,< 1 Year,No,28094.0,152.0,164,0
50,1,0.0,0,1-2 Year,Yes,2630.0,61.0,273,0
41,1,28.0,1,1-2 Year,No,28275.0,124.0,163,0
24,1,14.0,1,< 1 Year,No,30503.0,152.0,30,0
68,1,28.0,0,1-2 Year,Yes,42964.0,116.0,230,0
52,1,28.0,0,1-2 Year,Yes,54142.0,26.0,198,1
49,1,18.0,1,1-2 Year,No,19897.0,26.0,79,0
31,1,35.0,0,< 1 Year,Yes,26581.0,152.0,275,0
49,1,30.0,1,1-2 Year,No,2630.0,152.0,144,0
38,1,4.0,0,1-2 Year,Yes,27391.0,26.0,277,1
57,1,28.0,0,> 2 Years,Yes,41117.0,26.0,173,1
45,1,46.0,1,1-2 Year,No,27586.0,30.0,139,0
58,1,39.0,0,1-2 Year,Yes,29642.0,26.0,276,0
23,1,10.0,1,< 1 Year,No,2630.0,152.0,194,0
55,1,33.0,0,> 2 Years,Yes,2630.0,157.0,274,0
41,1,8.0,0,1-2 Year,Yes,42222.0,156.0,126,1
47,1,28.0,0,1-2 Year,Yes,39696.0,124.0,63,0
28,1,28.0,1,< 1 Year,No,27199.0,152.0,213,0
26,1,18.0,1,< 1 Year,No,27338.0,152.0,251,0
51,1,28.0,0,1-2 Year,Yes,50960.0,26.0,292,1
21,1,11.0,1,< 1 Year,No,2630.0,152.0,145,0
29,1,7.0,0,1-2 Year,Yes,75383.0,26.0,128,1
53,1,9.0,0,1-2 Year,Yes,29000.0,156.0,62,1
26,1,46.0,1,< 1 Year,No,30617.0,152.0,74,0
28,1,28.0,0,< 1 Year,Yes,38757.0,124.0,191,1
49,1,46.0,1,1-2 Year,No,2630.0,26.0,78,0
50,1,36.0,1,1-2 Year,No,27755.0,124.0,129,0
24,1,8.0,1,< 1 Year,No,39520.0,152.0,297,0
47,1,29.0,0,1-2 Year,Yes,2630.0,124.0,256,0
44,1,28.0,0,1-2 Year,No,23459.0,26.0,43,0
33,1,7.0,0,< 1 Year,Yes,33195.0,124.0,40,0
33,1,41.0,1,< 1 Year,No,31381.0,152.0,188,0
29,1,28.0,1,< 1 Year,No,41230.0,152.0,89,0
68,1,50.0,0,1-2 Year,Yes,47311.0,26.0,198,0
24,1,28.0,1,< 1 Year,No,52020.0,152.0,140,0
74,1,41.0,0,> 2 Years,Yes,38745.0,26.0,260,0
24,1,28.0,1,< 1 Year,No,43809.0,152.0,274,0
29,1,6.0,1,< 1 Year,No,2630.0,152.0,114,0
22,1,46.0,1,< 1 Year,No,27878.0,152.0,249,0
32,1,28.0,0,< 1 Year,Yes,38782.0,26.0,294,0
51,1,41.0,0,1-2 Year,Yes,35271.0,26.0,238,0
47,1,28.0,0,1-2 Year,Yes,26620.0,26.0,154,0
29,1,15.0,0,< 1 Year,Yes,40922.0,152.0,19,0
71,1,11.0,1,1-2 Year,No,41052.0,152.0,252,0
76,1,46.0,0,1-2 Year,Yes,45529.0,26.0,141,0
30,1,15.0,1,1-2 Year,Yes,2630.0,124.0,168,0
22,1,28.0,1,< 1 Year,No,28821.0,152.0,294,0
22,1,28.0,1,< 1 Year,No,34723.0,152.0,215,0
62,1,8.0,1,1-2 Year,No,2630.0,7.0,241,0
24,1,6.0,1,< 1 Year,No,26006.0,152.0,94,0
47,1,28.0,0,1-2 Year,Yes,42815.0,26.0,293,1
71,1,18.0,1,1-2 Year,No,34606.0,124.0,271,0
46,1,38.0,0,1-2 Year,Yes,2630.0,124.0,249,1
66,1,28.0,1,1-2 Year,No,35845.0,124.0,215,0
53,1,28.0,0,1-2 Year,Yes,44419.0,26.0,79,0
21,1,50.0,0,< 1 Year,Yes,2630.0,160.0,233,0
36,1,8.0,0,1-2 Year,Yes,30233.0,4.0,264,0
24,1,29.0,1,< 1 Year,No,30763.0,152.0,183,0
43,1,19.0,1,1-2 Year,No,37714.0,124.0,299,0
57,1,28.0,0,1-2 Year,Yes,54070.0,26.0,263,1
24,1,33.0,0,1-2 Year,Yes,2630.0,156.0,42,1
40,1,46.0,1,1-2 Year,No,17304.0,124.0,198,0
47,1,15.0,0,1-2 Year,Yes,2630.0,26.0,89,1
26,1,8.0,0,< 1 Year,Yes,59943.0,163.0,113,0
48,1,11.0,0,1-2 Year,Yes,26622.0,26.0,147,0
47,1,8.0,0,1-2 Year,Yes,2630.0,7.0,54,0
25,1,13.0,1,< 1 Year,Yes,34099.0,152.0,19,0
51,1,28.0,0,1-2 Year,Yes,24012.0,26.0,219,0
33,1,35.0,0,1-2 Year,Yes,2630.0,157.0,235,0
53,1,8.0,1,1-2 Year,No,33513.0,7.0,115,0
70,1,20.0,0,> 2 Years,Yes,2630.0,26.0,299,1
25,1,32.0,1,< 1 Year,No,2630.0,152.0,188,0
28,1,47.0,1,< 1 Year,No,40490.0,152.0,226,0
22,1,45.0,1,< 1 Year,No,29362.0,152.0,31,0
55,1,28.0,0,1-2 Year,Yes,39941.0,26.0,234,1
51,1,28.0,1,1-2 Year,No,42372.0,124.0,81,0
29,1,28.0,1,< 1 Year,No,34083.0,152.0,212,0
40,1,28.0,0,1-2 Year,Yes,28344.0,124.0,159,0
23,1,9.0,0,< 1 Year,Yes,37728.0,152.0,180,0
37,1,28.0,1,1-2 Year,No,84514.0,124.0,128,0
21,1,33.0,1,< 1 Year,No,27030.0,152.0,298,0
23,1,29.0,1,< 1 Year,No,67751.0,152.0,144,0
25,1,28.0,0,< 1 Year,No,51316.0,124.0,236,0
24,1,30.0,0,< 1 Year,No,2630.0,152.0,295,0
35,1,28.0,1,1-2 Year,No,36596.0,124.0,142,0
39,1,8.0,0,1-2 Year,Yes,2630.0,26.0,186,0
35,1,27.0,0,1-2 Year,Yes,36289.0,160.0,247,0
61,1,28.0,0,1-2 Year,Yes,43875.0,26.0,139,1
52,1,28.0,0,1-2 Year,Yes,30972.0,122.0,142,0
43,1,50.0,1,1-2 Year,No,33873.0,30.0,266,0
61,1,28.0,0,1-2 Year,Yes,34799.0,26.0,109,0
23,1,21.0,0,< 1 Year,Yes,29027.0,152.0,178,0
69,1,36.0,0,1-2 Year,Yes,32037.0,124.0,23,0
43,1,14.0,1,1-2 Year,Yes,2630.0,156.0,259,0
45,1,28.0,1,1-2 Year,No,36487.0,26.0,192,0
28,1,28.0,0,< 1 Year,No,40141.0,152.0,260,0
24,1,35.0,1,< 1 Year,No,60384.0,152.0,228,0
47,1,28.0,0,1-2 Year,Yes,32618.0,26.0,156,1
24,1,45.0,1,< 1 Year,No,32305.0,152.0,166,0
22,1,5.0,1,< 1 Year,No,30911.0,152.0,237,0
23,1,18.0,1,< 1 Year,No,29882.0,152.0,108,0
55,1,28.0,1,1-2 Year,No,48701.0,15.0,89,0
69,1,7.0,0,1-2 Year,Yes,2630.0,26.0,277,0
20,1,35.0,1,< 1 Year,No,27461.0,160.0,86,0
69,1,28.0,0,1-2 Year,Yes,49965.0,122.0,163,1
21,1,15.0,1,< 1 Year,No,60300.0,160.0,112,0
78,1,46.0,1,1-2 Year,No,28603.0,26.0,184,0
53,1,8.0,0,1-2 Year,Yes,38189.0,160.0,222,0
39,1,28.0,0,1-2 Year,Yes,29238.0,124.0,47,0
25,1,29.0,1,< 1 Year,No,2630.0,152.0,185,0
26,1,46.0,1,< 1 Year,No,38016.0,152.0,281,0
45,1,28.0,0,1-2 Year,Yes,40278.0,122.0,14,0
26,1,8.0,1,< 1 Year,No,68613.0,152.0,120,0
28,1,29.0,1,< 1 Year,No,32343.0,152.0,255,0
48,1,28.0,0,1-2 Year,Yes,41435.0,124.0,204,0
22,1,30.0,1,< 1 Year,No,21393.0,152.0,213,0
38,1,28.0,0,1-2 Year,No,2630.0,29.0,155,0
54,1,8.0,0,1-2 Year,Yes,51172.0,124.0,297,0
38,1,28.0,0,1-2 Year,Yes,36204.0,26.0,82,1
27,1,18.0,1,< 1 Year,No,33507.0,152.0,224,0
77,1,46.0,1,1-2 Year,No,37542.0,124.0,145,0
50,1,28.0,1,1-2 Year,No,42919.0,26.0,115,0
67,1,30.0,0,1-2 Year,Yes,21287.0,163.0,112,1
34,1,28.0,0,1-2 Year,Yes,31412.0,124.0,30,0
31,1,46.0,0,< 1 Year,Yes,37120.0,122.0,270,0
62,1,25.0,0,1-2 Year,No,58448.0,124.0,44,0
20,1,46.0,1,< 1 Year,No,29112.0,160.0,37,0
29,1,15.0,1,< 1 Year,No,27429.0,152.0,244,0
42,1,48.0,1,1-2 Year,No,2630.0,124.0,115,0
22,1,12.0,1,< 1 Year,No,40375.0,152.0,298,0
60,1,13.0,0,1-2 Year,Yes,26759.0,26.0,48,0
46,1,48.0,1,1-2 Year,No,2630.0,124.0,73,0
67,1,41.0,0,1-2 Year,Yes,43117.0,152.0,169,0
70,1,30.0,1,1-2 Year,No,20419.0,26.0,160,0
39,1,28.0,0,1-2 Year,Yes,40321.0,26.0,290,1
51,1,8.0,1,1-2 Year,No,33423.0,26.0,272,0
27,1,28.0,1,< 1 Year,No,26516.0,152.0,96,0
21,1,30.0,0,< 1 Year,No,2630.0,152.0,33,0
36,1,28.0,0,1-2 Year,Yes,36627.0,124.0,259,0
46,1,39.0,1,1-2 Year,No,36482.0,26.0,83,0
21,1,8.0,1,< 1 Year,No,72670.0,160.0,57,0
49,1,8.0,0,1-2 Year,Yes,41928.0,26.0,102,1
65,1,8.0,0,1-2 Year,Yes,69830.0,26.0,154,0
71,1,46.0,0,1-2 Year,Yes,33174.0,26.0,142,0
45,1,18.0,1,1-2 Year,No,29346.0,31.0,16,0
25,1,29.0,0,1-2 Year,Yes,31465.0,154.0,203,1
46,1,28.0,0,1-2 Year,Yes,58244.0,26.0,54,0
59,1,41.0,1,1-2 Year,No,2630.0,122.0,25,0
61,1,8.0,0,1-2 Year,Yes,2630.0,124.0,106,0
26,1,28.0,1,< 1 Year,No,69377.0,151.0,160,0
32,1,36.0,1,< 1 Year,No,34144.0,152.0,130,0
23,1,28.0,0,< 1 Year,Yes,41595.0,152.0,218,0
26,1,41.0,1,< 1 Year,No,27421.0,152.0,271,0
20,1,22.0,1,< 1 Year,No,2630.0,160.0,264,0
32,1,45.0,1,< 1 Year,No,2630.0,160.0,260,0
28,1,13.0,1,< 1 Year,No,33644.0,152.0,50,0
29,1,35.0,1,< 1 Year,No,21483.0,152.0,27,0
23,1,50.0,1,< 1 Year,No,27193.0,152.0,141,0
24,1,30.0,0,< 1 Year,Yes,23791.0,160.0,107,0
26,1,14.0,1,< 1 Year,No,2630.0,152.0,210,0
60,1,36.0,0,> 2 Years,Yes,33074.0,157.0,58,0
24,1,47.0,0,< 1 Year,Yes,33972.0,160.0,98,0
82,1,28.0,0,1-2 Year,Yes,31129.0,124.0,152,1
21,1,28.0,0,< 1 Year,Yes,68181.0,152.0,297,1
42,1,39.0,0,1-2 Year,Yes,31930.0,124.0,266,1
44,1,28.0,0,1-2 Year,Yes,35493.0,122.0,31,1
47,1,18.0,0,1-2 Year,Yes,34670.0,124.0,103,0
29,1,46.0,0,< 1 Year,Yes,2630.0,160.0,106,0
59,1,31.0,1,1-2 Year,No,2630.0,120.0,244,0
33,1,41.0,0,1-2 Year,Yes,37231.0,154.0,270,1
23,1,11.0,1,< 1 Year,No,38531.0,152.0,175,0
49,1,28.0,0,1-2 Year,Yes,39523.0,122.0,33,1
47,1,14.0,1,1-2 Year,No,37969.0,124.0,163,0
74,1,46.0,0,1-2 Year,Yes,43214.0,124.0,252,0
23,1,27.0,0,< 1 Year,Yes,31883.0,151.0,239,0
39,1,8.0,0,1-2 Year,Yes,37419.0,163.0,33,0
43,1,28.0,0,1-2 Year,No,44338.0,124.0,100,0
47,1,28.0,0,1-2 Year,Yes,36380.0,26.0,16,0
59,1,28.0,1,1-2 Year,No,2630.0,156.0,204,0
37,1,41.0,0,1-2 Year,Yes,26192.0,155.0,235,1
20,1,35.0,1,< 1 Year,No,29183.0,160.0,117,0
23,1,31.0,1,< 1 Year,No,2630.0,152.0,288,0
50,1,50.0,0,1-2 Year,Yes,37088.0,26.0,286,0
49,1,28.0,0,1-2 Year,Yes,38564.0,124.0,201,0
55,1,31.0,1,1-2 Year,No,2630.0,124.0,279,0
22,1,14.0,1,< 1 Year,No,32442.0,152.0,240,0
75,1,14.0,0,> 2 Years,Yes,39445.0,124.0,27,0
23,1,23.0,0,< 1 Year,Yes,28560.0,152.0,238,0
71,1,48.0,0,> 2 Years,Yes,2630.0,124.0,106,0
26,1,12.0,1,< 1 Year,No,28630.0,151.0,255,0
20,1,4.0,1,< 1 Year,No,2630.0,160.0,271,0
24,1,37.0,0,< 1 Year,No,23369.0,152.0,123,0
40,1,8.0,0,1-2 Year,Yes,36558.0,124.0,126,0
21,1,21.0,1,< 1 Year,No,30520.0,152.0,217,0
46,1,29.0,1,1-2 Year,No,46943.0,124.0,247,0
43,1,1.0,1,1-2 Year,No,2630.0,124.0,203,0
42,1,14.0,0,1-2 Year,Yes,29186.0,124.0,188,1
23,1,17.0,1,< 1 Year,No,40184.0,152.0,171,0
21,1,11.0,1,< 1 Year,No,21371.0,152.0,250,0
62,1,4.0,0,> 2 Years,Yes,35490.0,26.0,86,1
24,1,6.0,1,< 1 Year,No,26515.0,152.0,104,0
23,1,16.0,1,< 1 Year,No,39270.0,152.0,182,0
36,1,19.0,0,1-2 Year,Yes,30123.0,26.0,24,1
27,1,29.0,1,< 1 Year,No,22748.0,152.0,261,0
40,1,28.0,0,1-2 Year,No,25354.0,124.0,42,0
47,1,43.0,1,1-2 Year,No,21450.0,124.0,241,0
24,1,21.0,1,< 1 Year,No,31384.0,152.0,259,0
64,1,7.0,0,1-2 Year,Yes,2630.0,124.0,239,0
56,1,13.0,0,1-2 Year,Yes,25924.0,26.0,201,1
31,1,41.0,0,< 1 Year,Yes,29302.0,152.0,43,0
50,1,8.0,0,1-2 Year,Yes,56957.0,30.0,93,0
48,1,28.0,1,1-2 Year,Yes,38264.0,124.0,139,0
62,1,50.0,1,1-2 Year,No,27594.0,25.0,30,0
26,1,15.0,1,< 1 Year,No,23376.0,152.0,240,0
35,1,28.0,0,> 2 Years,Yes,2630.0,157.0,63,0
23,1,10.0,1,< 1 Year,No,35786.0,152.0,119,0
73,1,2.0,1,1-2 Year,No,38932.0,124.0,248,0
56,1,28.0,1,1-2 Year,No,45089.0,122.0,31,0
33,1,25.0,0,< 1 Year,Yes,2630.0,160.0,220,0
25,1,5.0,0,< 1 Year,Yes,26446.0,152.0,16,0
23,1,49.0,1,< 1 Year,Yes,21641.0,152.0,126,0
22,1,15.0,1,< 1 Year,No,37358.0,152.0,81,0
45,1,28.0,0,1-2 Year,Yes,45833.0,124.0,194,0
41,1,28.0,1,1-2 Year,No,30233.0,24.0,279,0
51,1,8.0,0,1-2 Year,Yes,32880.0,26.0,269,1
23,1,47.0,1,< 1 Year,No,36293.0,152.0,191,0
65,1,28.0,0,> 2 Years,Yes,51822.0,26.0,147,1
30,1,11.0,1,< 1 Year,No,65218.0,152.0,116,0
23,1,46.0,1,< 1 Year,No,32873.0,152.0,193,0
31,1,41.0,0,< 1 Year,Yes,38011.0,152.0,49,0
45,1,18.0,0,1-2 Year,Yes,21359.0,26.0,252,1
38,1,28.0,0,1-2 Year,Yes,32301.0,26.0,131,0
25,1,8.0,0,< 1 Year,Yes,31006.0,152.0,283,0
25,1,46.0,1,< 1 Year,Yes,24447.0,26.0,146,0
37,1,39.0,0,1-2 Year,Yes,28493.0,124.0,22,1
24,1,14.0,1,< 1 Year,No,25595.0,152.0,65,0
45,1,35.0,0,1-2 Year,Yes,22713.0,124.0,298,0
28,1,10.0,1,< 1 Year,No,25463.0,152.0,27,0
28,1,33.0,0,< 1 Year,No,28226.0,152.0,276,0
75,1,8.0,1,1-2 Year,No,54748.0,124.0,243,0
69,1,28.0,0,1-2 Year,Yes,74804.0,26.0,248,0
64,1,28.0,0,> 2 Years,Yes,70132.0,26.0,226,1
25,1,29.0,1,< 1 Year,No,38153.0,152.0,132,0
24,1,45.0,0,< 1 Year,No,26578.0,152.0,175,0
34,1,30.0,1,1-2 Year,No,2630.0,152.0,23,0
37,1,28.0,1,1-2 Year,No,35023.0,26.0,29,0
23,1,45.0,1,< 1 Year,No,25940.0,152.0,34,0
23,1,8.0,0,< 1 Year,Yes,59541.0,160.0,268,0
39,1,43.0,0,1-2 Year,Yes,30352.0,124.0,288,0
29,1,8.0,1,< 1 Year,No,41005.0,152.0,202,0
71,1,18.0,1,1-2 Year,Yes,30754.0,124.0,160,0
23,1,46.0,1,< 1 Year,No,28422.0,152.0,62,0
23,1,8.0,0,< 1 Year,Yes,27075.0,152.0,249,0
22,1,47.0,0,< 1 Year,Yes,35998.0,152.0,151,1
22,1,50.0,1,< 1 Year,No,32104.0,152.0,120,0
40,1,29.0,0,1-2 Year,Yes,68244.0,124.0,115,0
27,1,41.0,1,< 1 Year,No,37579.0,152.0,181,0
27,1,46.0,0,< 1 Year,Yes,29849.0,152.0,30,0
47,1,39.0,0,< 1 Year,No,2630.0,1.0,56,0
24,1,30.0,0,< 1 Year,No,2630.0,26.0,27,0
28,1,28.0,0,< 1 Year,Yes,26150.0,152.0,53,0
24,1,28.0,1,< 1 Year,No,33743.0,152.0,138,0
24,1,10.0,1,< 1 Year,No,32747.0,152.0,49,0
21,1,28.0,0,1-2 Year,Yes,44012.0,124.0,74,0
28,1,36.0,1,< 1 Year,No,35265.0,152.0,231,0
78,1,8.0,1,1-2 Year,No,37567.0,152.0,71,0
36,1,48.0,0,1-2 Year,Yes,2630.0,124.0,130,1
26,1,16.0,0,< 1 Year,Yes,25919.0,152.0,175,0
34,1,8.0,0,1-2 Year,Yes,52332.0,152.0,60,0
55,1,8.0,0,> 2 Years,Yes,24130.0,157.0,200,0
53,1,28.0,0,> 2 Years,Yes,49806.0,26.0,189,0
46,1,28.0,0,1-2 Year,Yes,38976.0,26.0,298,0
52,1,8.0,0,1-2 Year,Yes,54542.0,7.0,242,0
69,1,50.0,0,1-2 Year,Yes,32645.0,124.0,239,0
